name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
"Annacis Island",BC_ANN_DSS,DSS,"BC Hydro",BC,49.174649,-122.936335,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Annacis Island JCT",BC_ANN_JCT,JCT,"BC Hydro",BC,49.175079,-122.935170,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Armstrong,BC_ARM_DSS,DSS,"BC Hydro",BC,50.448557,-119.183626,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Armstrong JCT",BC_ARM_JCT,JCT,"BC Hydro",BC,50.448372,-119.182840,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Arnott,BC_ARN_DSS,DSS,"BC Hydro",BC,49.092139,-123.041678,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ash River GS",BC_ASH_GSS,GSS,"BC Hydro",BC,49.373363,-125.150629,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ashlu GS",BC_ASL_GSS,GSS,"BC Hydro",BC,49.914338,-123.325032,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ashlu JCT",BC_ASL_JCT,JCT,"BC Hydro",BC,49.915643,-123.292276,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"AS Mawdsley TS",BC_ASM_TSS,TSS,FortisBC,BC,49.101066,-117.732791,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Athalmer,BC_ATH_DSS,DSS,"BC Hydro",BC,50.515057,-116.000826,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Athalmer JCT",BC_ATH_JCT,JCT,"BC Hydro",BC,50.513781,-116.000825,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Avola,BC_AVO_DSS,DSS,"BC Hydro",BC,51.784162,-119.326941,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Avola JCT",BC_AVO_JCT,JCT,"BC Hydro",BC,51.784183,-119.327528,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Arawana,BC_AWA_DSS,DSS,FortisBC,BC,49.590106,-119.580131,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Ainsworth,BC_AWL_DSS,DSS,"BC Hydro",BC,51.653894,-121.330575,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ainsworth JCT",BC_AWL_JCT,JCT,"BC Hydro",BC,51.659843,-121.303978,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Annacis Island Wastewater Treatment Plant",BC_AWT_ISS,ISS,"BC Hydro",BC,49.166563,-122.946738,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Annacis Island Wastewater Treatment Plant JCT",BC_AWT_JCT,JCT,"BC Hydro",BC,49.174465,-122.936944,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Aiyansh,BC_AYH_DSS,DSS,"BC Hydro",BC,55.280931,-128.991873,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Babine Lake",BC_BAB_DSS,DSS,"BC Hydro",BC,54.877863,-126.204410,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Balfour,BC_BAL_DSS,DSS,"BC Hydro",BC,49.104227,-122.579086,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Balfour JCT",BC_BAL_JCT,JCT,"BC Hydro",BC,49.130514,-122.570298,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Barriere,BC_BAR_DSS,DSS,"BC Hydro",BC,51.199744,-120.133696,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barriere JCT",BC_BAR_JCT,JCT,"BC Hydro",BC,51.200051,-120.130586,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Boston Bar",BC_BBR_DSS,DSS,"BC Hydro",BC,49.861915,-121.441516,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Boston Bar JCT",BC_BBR_JCT,JCT,"BC Hydro",BC,49.407824,-121.448410,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate"
"Big Bend",BC_BBS_DSS,DSS,"BC Hydro",BC,49.198719,-122.992833,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"BC Gas",BC_BCG_ISS,ISS,FortisBC,BC,49.376368,-120.144106,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Buckeye,BC_BCI_ISS,ISS,"BC Hydro",BC,49.143356,-123.004397,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Britt Creek",BC_BCK_ISS,ISS,"BC Hydro",BC,50.247937,-114.942938,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Britt Creek JCT",BC_BCK_JCT,JCT,"BC Hydro",BC,50.247745,-114.941729,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"BC Chemical",BC_BCM_ISS,ISS,"BC Hydro",BC,53.925347,-122.693177,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"BC Chemical JCT",BC_BCM_JCT,JCT,"BC Hydro",BC,53.925914,-122.693719,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"BC Rail",BC_BCR_ISS,ISS,"BC Hydro",BC,55.147518,-121.132619,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Boulder Creek GS",BC_BDH_GSS,GSS,"BC Hydro",BC,50.635524,-123.405928,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Boulder Creek JCT",BC_BDH_JCT,JCT,"BC Hydro",BC,50.635395,-123.408917,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brenda Mines",BC_BDM_ISS,ISS,"BC Hydro",BC,49.870395,-119.994568,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brenda Mines JCT",BC_BDM_JCT,JCT,"BC Hydro",BC,49.869088,-120.004313,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bentley TS",BC_BEN_TSS,TSS,FortisBC,BC,49.189206,-119.530109,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beaver Park",BC_BEP_DSS,DSS,FortisBC,BC,49.070782,-117.609035,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bone Creek",BC_BET_DSS,DSS,"BC Hydro",BC,52.256067,-119.181219,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Benvoulin,BC_BEV_DSS,DSS,FortisBC,BC,49.838535,-119.453251,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Lower Bear GS",BC_BHL_GSS,GSS,"BC Hydro",BC,49.748008,-123.515924,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Upper Bear GS",BC_BHU_GSS,GSS,"BC Hydro",BC,49.795389,-123.572093,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brucejack Mine",BC_BJK_ISS,ISS,"BC Hydro",BC,56.465557,-130.186168,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brucejack TS",BC_BJT_TSS,TSS,"BC Hydro",BC,56.058365,-130.027863,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Buckley Bay",BC_BKB_DSS,DSS,"BC Hydro",BC,49.547759,-124.878651,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Buckley Bay JCT",BC_BKB_JCT,JCT,"BC Hydro",BC,49.547564,-124.880810,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Brocklehurst,BC_BKL_DSS,DSS,"BC Hydro",BC,50.708869,-120.385272,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Blueberry,BC_BLB_DSS,DSS,FortisBC,BC,49.250951,-117.657426,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blueberry JCT",BC_BLB_JCT,JCT,FortisBC,BC,49.314625,-117.633102,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blue River Pumping Station",BC_BLE_DSS,DSS,"BC Hydro",BC,52.109612,-119.306182,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blue River Pumping Station JCT",BC_BLE_JCT,JCT,"BC Hydro",BC,52.117035,-119.319039,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Black Mountain",BC_BLK_DSS,DSS,FortisBC,BC,49.869703,-119.332017,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bullmoose,BC_BLM_DSS,DSS,"BC Hydro",BC,55.139244,-121.468417,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Blackpool,BC_BLP_DSS,DSS,"BC Hydro",BC,51.566111,-120.161423,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blackpool JCT",BC_BLP_JCT,JCT,"BC Hydro",BC,51.566016,-120.167770,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blue River",BC_BLU_DSS,DSS,"BC Hydro",BC,52.117035,-119.319039,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blue River JCT",BC_BLU_JCT,JCT,"BC Hydro",BC,52.117035,-119.319039,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Barlow,BC_BLW_DSS,DSS,"BC Hydro",BC,53.020438,-122.429605,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barlow JCT",BC_BLW_JCT,JCT,"BC Hydro",BC,53.021245,-122.429008,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bingham,BC_BMP_DSS,DSS,"BC Hydro",BC,49.247620,-122.944692,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bingham JCT",BC_BMP_JCT,JCT,"BC Hydro",BC,49.259740,-122.948633,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bear Mountain",BC_BMT_DSS,DSS,"BC Hydro",BC,55.763714,-120.446507,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bear Mountain GS",BC_BMW_GSS,GSS,"BC Hydro",BC,55.704126,-120.426360,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bone Creek GS",BC_BNC_GSS,GSS,"BC Hydro",BC,52.255330,-119.180830,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Barnard,BC_BND_DSS,DSS,"BC Hydro",BC,49.262113,-122.900721,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Burnett,BC_BNT_DSS,DSS,"BC Hydro",BC,48.460626,-123.443713,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Box Canyon GS",BC_BOX_GSS,GSS,"BC Hydro",BC,49.600618,-123.426733,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Box Canyon JCT",BC_BOX_JCT,JCT,"BC Hydro",BC,49.562079,-123.399869,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bob Quinn",BC_BQN_DSS,DSS,"BC Hydro",BC,56.940264,-130.265553,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridge River 1 GS",BC_BR1_DFS,DFS,"BC Hydro",BC,50.729850,-122.240038,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridge River 2 GS",BC_BR2_GSS,GSS,"BC Hydro",BC,50.729850,-122.240038,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Bradford,BC_BRA_ISS,ISS,FortisBC,BC,49.026585,-118.427409,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brilliant GS",BC_BRD_GSS,GSS,FortisBC,BC,49.324880,-117.620653,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bremner GS",BC_BRE_GSS,GSS,"BC Hydro",BC,49.704157,-122.079928,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bear Creek",BC_BRK_DSS,DSS,"BC Hydro",BC,49.751928,-123.517237,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brown Lake GS",BC_BRL_GSS,GSS,"BC Hydro",BC,54.040073,-129.834478,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brown Lake JCT",BC_BRL_JCT,JCT,"BC Hydro",BC,54.039822,-129.834901,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bull River Mineral",BC_BRM_ISS,ISS,"BC Hydro",BC,49.501304,-115.376977,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bull River Mineral JCT",BC_BRM_JCT,JCT,"BC Hydro",BC,49.496523,-115.374614,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Burns Lake",BC_BRN_DSS,DSS,"BC Hydro",BC,54.240294,-125.759190,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Burns Lake JCT",BC_BRN_JCT,JCT,"BC Hydro",BC,54.259728,-125.747393,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridge River TS",BC_BRT_TSS,TSS,"BC Hydro",BC,50.725620,-122.252330,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brilliant Expansion GS",BC_BRX_GSS,GSS,FortisBC,BC,49.323118,-117.619793,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brilliant SWS",BC_BSS_SWS,SWS,FortisBC,BC,49.322809,-117.612792,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Big Silver GS",BC_BSV_GSS,GSS,"BC Hydro",BC,49.693045,-121.859106,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Burrard,BC_BSY_TSS,TSS,"BC Hydro",BC,49.299059,-122.890825,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Burrard operates only as a synchronous condenser"
Britannia,BC_BTA_DSS,DSS,"BC Hydro",BC,49.621574,-123.203108,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Britannia JCT",BC_BTA_JCT,JCT,"BC Hydro",BC,49.621816,-123.200018,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brilliant TS",BC_BTS_TSS,TSS,FortisBC,BC,49.321964,-117.612786,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beaver Cove",BC_BVC_DSS,DSS,"BC Hydro",BC,50.519635,-126.881997,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beaver Cove JCT",BC_BVC_JCT,JCT,"BC Hydro",BC,50.519505,-126.883151,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Beaverley,BC_BVY_DSS,DSS,"BC Hydro",BC,53.843389,-122.834751,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Big White",BC_BWS_DSS,DSS,FortisBC,BC,49.713500,-118.963595,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cambie,BC_CAM_DSS,DSS,"BC Hydro",BC,49.190898,-123.063075,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cambie JCT",BC_CAM_JCT,JCT,"BC Hydro",BC,49.190119,-123.063159,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canadian Auto Parts Toyota",BC_CAN_ISS,ISS,"BC Hydro",BC,49.134136,-123.023479,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canadian Auto Parts Toyota JCT",BC_CAN_JCT,JCT,"BC Hydro",BC,49.134080,-123.023684,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Capilano,BC_CAP_DSS,DSS,"BC Hydro",BC,49.334823,-123.108164,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Castlegar,BC_CAS_DSS,DSS,FortisBC,BC,49.310110,-117.659423,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cranbrook,BC_CBK_DSS,DSS,"BC Hydro",BC,49.500543,-115.580487,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Campbell River",BC_CBL_DSS,DSS,"BC Hydro",BC,50.020327,-125.253671,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Campbell River JCT",BC_CBL_JCT,JCT,"BC Hydro",BC,50.013803,-125.314457,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Clayburn,BC_CBN_DSS,DSS,"BC Hydro",BC,49.069045,-122.297098,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cariboo Pulp GS",BC_CBP_GSS,GSS,"BC Hydro",BC,52.997039,-122.485266,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cariboo Pulp JCT",BC_CBP_JCT,JCT,"BC Hydro",BC,52.999757,-122.460783,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cache Creek",BC_CCW_DSS,DSS,"BC Hydro",BC,50.786925,-121.313663,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cache Creek JCT",BC_CCW_JCT,JCT,"BC Hydro",BC,50.786624,-121.313691,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Crestbrook,BC_CFE_DSS,DSS,"BC Hydro",BC,49.272448,-115.101008,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Catalyst Paper Crofton GS",BC_CFT_GSS,GSS,"BC Hydro",BC,48.875707,-123.650029,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Chief Lake",BC_CHF_DSS,DSS,"BC Hydro",BC,54.008988,-122.814317,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chilliwack,BC_CHK_DSS,DSS,"BC Hydro",BC,49.167614,-121.953179,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Christina Lake",BC_CHR_DSS,DSS,FortisBC,BC,49.035132,-118.212538,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Christina Lake JCT",BC_CHR_JCT,JCT,FortisBC,BC,49.010063,-118.201498,"British Columbia","name:188, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Chase,BC_CHS_DSS,DSS,"BC Hydro",BC,50.822393,-119.705148,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Chase JCT",BC_CHS_JCT,JCT,"BC Hydro",BC,50.817966,-119.692176,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Cheekye,BC_CKY_DSS,DSS,"BC Hydro",BC,49.790166,-123.160951,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Colebank,BC_CLB_DSS,DSS,"BC Hydro",BC,53.283168,-122.492581,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Colebank JCT",BC_CLB_JCT,JCT,"BC Hydro",BC,53.282730,-122.493165,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Colwood,BC_CLD_DSS,DSS,"BC Hydro",BC,48.441961,-123.509949,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Continental Lime Limited",BC_CLL_ISS,ISS,"BC Hydro",BC,50.814632,-121.650641,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Continental Lime Limited JCT",BC_CLL_JCT,JCT,"BC Hydro",BC,50.813285,-121.651041,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Clinton,BC_CLN_DSS,DSS,"BC Hydro",BC,51.081082,-121.589458,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Clinton JCT",BC_CLN_JCT,JCT,"BC Hydro",BC,51.080790,-121.575588,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
Clearwater,BC_CLW_DSS,DSS,"BC Hydro",BC,51.654471,-120.034367,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Clearwater JCT",BC_CLW_JCT,JCT,"BC Hydro",BC,51.665698,-120.032553,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Conuma Hatchery",BC_CMH_ISS,ISS,"BC Hydro",BC,49.800891,-126.419183,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Conuma Hatchery JCT",BC_CMH_JCT,JCT,"BC Hydro",BC,49.801199,-126.419214,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Coal Mountain",BC_CMO_DSS,DSS,"BC Hydro",BC,49.513085,-114.655983,"British Columbia","name:199, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
