name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
"Aubrey Falls GS",ON_AUB_GSS,GSS,HONI,ON,46.909558,-83.213755,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Aubrey Falls JCT",ON_AUB_JCT,JCT,HONI,ON,46.908481,-83.218701,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"AV Terrace Bay TS",ON_AVT_ISS,ISS,HONI,ON,48.797590,-87.107699,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"AV Terrace Bay JCT",ON_AVT_JCT,JCT,HONI,ON,48.797641,-87.108718,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Aylmer TS",ON_AYL_DSS,DSS,HONI,ON,42.784637,-80.985497,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"B23C H26C Tie JCT",ON_B23_JCT,JCT,HONI,ON,43.857407,-79.100100,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"B5D-B31L SWS JCT",ON_B5D_JCT,JCT,HONI,ON,45.239058,-74.390325,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Balfour JCT",ON_BAL_JCT,JCT,HONI,ON,43.682340,-79.385294,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barrie TS",ON_BAR_DSS,DSS,HONI,ON,44.371452,-79.710670,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bilberry Creek TS",ON_BBC_DSS,DSS,HONI,ON,45.466326,-75.550215,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bilberry Creek JCT",ON_BBC_JCT,JCT,HONI,ON,45.466872,-75.550571,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bruce A TS",ON_BCA_TSS,TSS,HONI,ON,44.314845,-81.570598,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bruce B SWS",ON_BCB_SWS,SWS,HONI,ON,44.317412,-81.599676,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bruce JCT",ON_BCC_JCT,JCT,HONI,ON,44.310309,-81.569681,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beach TS",ON_BCH_DSS,DSS,HONI,ON,43.255580,-79.791214,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beach JCT",ON_BCH_JCT,JCT,HONI,ON,43.260606,-79.771405,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beach Road JCT",ON_BCR_JCT,JCT,HONI,ON,43.259163,-79.772482,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bruce HWP B TS",ON_BCW_ISS,ISS,HONI,ON,44.332646,-81.579005,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Baldwin JCT",ON_BDW_JCT,JCT,HONI,ON,46.289216,-81.785892,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"BF Goodrich JCT",ON_BFG_JCT,JCT,HONI,ON,43.049455,-79.173523,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Biddulph JCT",ON_BID_JCT,JCT,HONI,ON,43.274181,-81.466279,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Billings JCT",ON_BIL_JCT,JCT,HONI,ON,45.352948,-75.692079,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Birch TS",ON_BIR_DSS,DSS,HONI,ON,48.413050,-89.275828,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Birch JCT",ON_BIR_JCT,JCT,HONI,ON,43.681196,-79.391753,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beck #1 SWS",ON_BK1_SWS,SWS,HONI,ON,43.148973,-79.044483,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beck #2 TS",ON_BK2_TSS,TSS,HONI,ON,43.142374,-79.048160,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beck Pump Storage GS",ON_BKP_GSS,GSS,HONI,ON,43.144742,-79.059962,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beck #1 Q2AH JCT",ON_BKQ_JCT,JCT,HONI,ON,43.106959,-79.181147,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Black River JCT",ON_BKR_JCT,JCT,HONI,ON,48.688333,-86.201454,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Belle River JCT #2",ON_BL2_JCT,JCT,HONI,ON,42.206633,-82.673716,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blackburn JCT",ON_BLB_JCT,JCT,HONI,ON,45.411991,-75.597847,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bell Creek TS",ON_BLC_ISS,ISS,HONI,ON,48.520148,-81.167420,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bell Creek JCT",ON_BLC_JCT,JCT,HONI,ON,48.520207,-81.168851,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blind River TS",ON_BLD_DSS,DSS,HONI,ON,46.199971,-82.718016,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blind River TS JCT",ON_BLD_JCT,JCT,HONI,ON,46.200877,-82.718112,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bow Lake TS",ON_BLK_TSS,TSS,HONI,ON,47.242242,-84.544028,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bellman JCT",ON_BLL_JCT,JCT,HONI,ON,45.459264,-76.214391,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Balmer JCT",ON_BLM_JCT,JCT,HONI,ON,50.987314,-93.806959,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bloomsburg DS",ON_BLO_DSS,DSS,HONI,ON,42.883113,-80.317739,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bloomsburg JCT",ON_BLO_JCT,JCT,HONI,ON,42.883329,-80.317214,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Belle River TS",ON_BLR_DSS,DSS,HONI,ON,42.284323,-82.733210,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Belle River GS",ON_BLR_GSS,GSS,HONI,ON,42.249589,-82.652563,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Belle River JCT",ON_BLR_JCT,JCT,HONI,ON,42.284284,-82.706184,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bloor Street JCT",ON_BLS_JCT,JCT,HONI,ON,43.677549,-79.363050,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Belleville TS",ON_BLV_DSS,DSS,HONI,ON,44.036685,-78.005480,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blezard Valley JCT",ON_BLZ_JCT,JCT,HONI,ON,46.622101,-81.091669,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bermondsey TS",ON_BMD_DSS,DSS,HONI,ON,43.720959,-79.317026,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bermondsey JCT",ON_BMD_JCT,JCT,HONI,ON,43.721651,-79.317478,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bramalea TS",ON_BML_DSS,DSS,HONI,ON,43.695545,-79.680335,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beamsville TS",ON_BMS_DSS,DSS,HONI,ON,43.182103,-79.475797,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bannockburn JCT",ON_BNK_JCT,JCT,HONI,ON,44.621069,-77.538111,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Borromee JCT",ON_BOR_JCT,JCT,HONI,ON,45.463266,-75.477955,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bostwick Road JCT",ON_BOS_JCT,JCT,HONI,ON,42.895758,-81.279683,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bowmanville SWS",ON_BOW_SWS,SWS,HONI,ON,43.877346,-78.725604,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bracebridge TS",ON_BRA_DSS,DSS,HONI,ON,45.042842,-79.296033,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bracebridge JCT",ON_BRA_JCT,JCT,HONI,ON,45.061373,-79.259034,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brockville Chem. JCT",ON_BRC_JCT,JCT,HONI,ON,44.671361,-75.618039,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beardmore DS #2",ON_BRD_DSS,DSS,HONI,ON,49.614934,-87.947954,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beardmore JCT",ON_BRD_JCT,JCT,HONI,ON,49.613580,-87.948101,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brantford TS",ON_BRF_DSS,DSS,HONI,ON,43.136034,-80.241929,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridgman TS",ON_BRG_DSS,DSS,HONI,ON,43.676772,-79.404722,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridgman JCT",ON_BRG_JCT,JCT,HONI,ON,43.676329,-79.404516,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridlewood MTS",ON_BRI_DSS,DSS,HONI,ON,45.299946,-75.873800,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bridlewood JCT",ON_BRI_JCT,JCT,HONI,ON,45.300011,-75.873179,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brookside OPF",ON_BRK_DSS,DSS,HONI,ON,43.682428,-79.306873,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ","Location approximate; OPF = Oil pressurization feeder"
"Birmingham TS",ON_BRM_DSS,DSS,HONI,ON,43.262212,-79.825197,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bronte TS",ON_BRN_DSS,DSS,HONI,ON,43.407174,-79.734802,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brockville TS",ON_BRO_DSS,DSS,HONI,ON,44.620177,-75.700438,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brant TS",ON_BRT_DSS,DSS,HONI,ON,43.177554,-80.335524,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brant JCT",ON_BRT_JCT,JCT,HONI,ON,43.177282,-80.333611,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barryvale Rd JCT",ON_BRV_JCT,JCT,HONI,ON,45.399088,-76.362387,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brown Hill TS",ON_BRW_DSS,DSS,HONI,ON,44.225163,-79.364726,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Basin TS",ON_BSN_DSS,DSS,HONI,ON,43.649101,-79.339266,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barrett Chute JCT",ON_BTC_JCT,JCT,HONI,ON,45.249178,-76.755563,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Barrett Chute SWS",ON_BTC_SWS,SWS,HONI,ON,45.249636,-76.757521,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bathurst TS",ON_BTH_DSS,DSS,HONI,ON,43.761343,-79.450209,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bathurst JCT",ON_BTH_JCT,JCT,HONI,ON,43.776088,-79.450524,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bartlett JCT",ON_BTL_JCT,JCT,HONI,ON,43.670611,-79.437471,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brighton Interface JCT",ON_BTN_JCT,JCT,HONI,ON,42.280363,-83.094063,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Battersea DS",ON_BTT_DSS,DSS,HONI,ON,44.409187,-76.386986,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Buchanan TS",ON_BUC_DSS,DSS,HONI,ON,42.938592,-81.188889,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Buchanan JCT",ON_BUC_JCT,JCT,HONI,ON,42.936862,-81.195209,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Burleigh DS",ON_BUL_DSS,DSS,HONI,ON,48.619163,-93.401480,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Burleigh JCT",ON_BUL_JCT,JCT,HONI,ON,48.619347,-93.402788,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bunting TS",ON_BUN_DSS,DSS,HONI,ON,43.176080,-79.207991,Ontario,"name:281, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
