name,node_code,node_type,owner,province,latitude,longitude,planning_region,sources,notes
"Mt. Allan 115S",AB_115S_DSS,DSS,"Altalink Management Ltd.",AB,50.951755,-115.140335,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Canmore 118S",AB_118S_DSS,DSS,"Altalink Management Ltd.",AB,51.079702,-115.319939,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Foster Creek 1200S",AB_1200S_GSS,GSS,"ATCO Electric Ltd.",AB,55.067701,-110.536956,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Picture Butte 120S",AB_120S_DSS,DSS,"Altalink Management Ltd.",AB,49.827779,-112.735101,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Brooks 121S",AB_121S_GSS,GSS,"Altalink Management Ltd.",AB,50.557998,-111.895221,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Alberta Newsprint 122S",AB_122S_GSS,GSS,"Altalink Management Ltd.",AB,54.127889,-115.665862,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Banff 123S",AB_123S_DSS,DSS,"Altalink Management Ltd.",AB,51.188590,-115.563615,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bruderheim 127S",AB_127S_DSS,DSS,"Altalink Management Ltd.",AB,53.802790,-112.871345,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Heartland 12S",AB_12S_DSS,DSS,"Altalink Management Ltd.",AB,55.044133,-111.648976,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Moon Lake 131S",AB_131S_DSS,DSS,"Altalink Management Ltd.",AB,53.424594,-114.985357,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ware Junction 132S",AB_132S_DSS,DSS,"Altalink Management Ltd.",AB,50.872395,-111.919610,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Stelco Edmonton East 133S",AB_133S_DSS,DSS,"Altalink Management Ltd.",AB,53.529609,-113.384168,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Taber Wind Farm 134S",AB_134S_GSS,GSS,"Altalink Management Ltd.",AB,49.697439,-111.947181,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Taber Wind Farm 134S JCT",AB_134S_JCT,JCT,"Altalink Management Ltd.",AB,49.698722,-111.968840,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Conrad 135S",AB_135S_DSS,DSS,"Altalink Management Ltd.",AB,49.524717,-111.967829,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sedgewick 137S",AB_137S_DSS,DSS,"Altalink Management Ltd.",AB,52.771079,-111.711994,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sedgewick 137S JCT",AB_137S_JCT,JCT,"Altalink Management Ltd.",AB,52.770766,-111.711921,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Windy Flats 138S",AB_138S_DSS,DSS,"Altalink Management Ltd.",AB,49.641708,-113.491982,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Hillridge 139S",AB_139S_DSS,DSS,"Altalink Management Ltd.",AB,49.693130,-112.329035,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Hillridge 139S JCT",AB_139S_JCT,JCT,"Altalink Management Ltd.",AB,49.814985,-112.420738,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Deerland 13S",AB_13S_DSS,DSS,"Altalink Management Ltd.",AB,53.857352,-112.895054,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Thompson 140S",AB_140S_DSS,DSS,"Altalink Management Ltd.",AB,54.774763,-111.834716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Thompson 140S JCT",AB_140S_JCT,JCT,"Altalink Management Ltd.",AB,54.762313,-111.818683,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Magcan 142S",AB_142S_DSS,DSS,"Altalink Management Ltd.",AB,50.654656,-113.871584,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Magcan 142S JCT",AB_142S_JCT,JCT,"Altalink Management Ltd.",AB,50.659533,-113.905501,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Macdonald 146S",AB_146S_DSS,DSS,"Altalink Management Ltd.",AB,49.713208,-112.780012,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Nisku 149S",AB_149S_DSS,DSS,"Altalink Management Ltd.",AB,53.308277,-113.512140,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Devon 14S",AB_14S_DSS,DSS,"Altalink Management Ltd.",AB,53.354957,-113.718841,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Clyde 150S",AB_150S_DSS,DSS,"Altalink Management Ltd.",AB,54.144286,-113.624893,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Strathmore 151S",AB_151S_GSS,GSS,"Altalink Management Ltd.",AB,51.032690,-113.376704,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Black Spruce 154S",AB_154S_DSS,DSS,"Altalink Management Ltd.",AB,55.569450,-110.855177,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blackmud 155S",AB_155S_DSS,DSS,"Altalink Management Ltd.",AB,53.354935,-113.511138,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Lac La Biche 157S",AB_157S_DSS,DSS,"Altalink Management Ltd.",AB,54.733703,-111.979334,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Vauxhall 158S",AB_158S_DSS,DSS,"Altalink Management Ltd.",AB,50.106923,-112.116642,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Colinton 159S",AB_159S_DSS,DSS,"Altalink Management Ltd.",AB,54.618233,-113.309407,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Macleod 15S",AB_15S_GSS,GSS,"Altalink Management Ltd.",AB,49.728171,-113.391368,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beddington 162S",AB_162S_DSS,DSS,"ENMAX Power Corporation",AB,51.178852,-113.938255,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"AMOCO Empress 163S",AB_163S_ISS,ISS,"Altalink Management Ltd.",AB,50.678091,-110.026756,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Empress Liquids 164S",AB_164S_ISS,ISS,"Altalink Management Ltd.",AB,50.678761,-110.052951,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Empress Liquids 164S JCT",AB_164S_JCT,JCT,"Altalink Management Ltd.",AB,50.688516,-110.051040,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"T.M.P.L. Gainford 165S",AB_165S_ISS,ISS,"Altalink Management Ltd.",AB,53.581773,-114.742324,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"T.M.P.L. Gainford 165S JCT",AB_165S_JCT,JCT,"Altalink Management Ltd.",AB,53.580189,-114.742107,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dow Chemical Fort Sask. 166S",AB_166S_ISS,ISS,"Altalink Management Ltd.",AB,53.731395,-113.173806,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ipiatik 167S",AB_167S_DSS,DSS,"Altalink Management Ltd.",AB,55.357078,-111.063301,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Pike 170S",AB_170S_DSS,DSS,"Altalink Management Ltd.",AB,55.407268,-110.742939,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Redwater 171S",AB_171S_DSS,DSS,"Altalink Management Ltd.",AB,53.935008,-113.075899,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sherritt Gordon 172S",AB_172S_GSS,GSS,"Altalink Management Ltd.",AB,53.722418,-113.191650,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"West Cascade 177S",AB_177S_DSS,DSS,"Altalink Management Ltd.",AB,51.200200,-115.502053,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cynthia 178S",AB_178S_DSS,DSS,"Altalink Management Ltd.",AB,53.288634,-115.631569,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Gleichen 179S",AB_179S_DSS,DSS,"Altalink Management Ltd.",AB,50.848580,-113.051025,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Benalto 17S",AB_17S_DSS,DSS,"Altalink Management Ltd.",AB,52.259814,-114.290165,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Chinook 181S",AB_181S_DSS,DSS,"Altalink Management Ltd.",AB,49.705184,-112.907882,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Underwood 183S",AB_183S_DSS,DSS,"Altalink Management Ltd.",AB,55.383555,-110.746419,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Petro Canada Edmonton 184S",AB_184S_DSS,DSS,"Altalink Management Ltd.",AB,53.554131,-113.346081,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bretville 185S",AB_185S_DSS,DSS,"Altalink Management Ltd.",AB,53.571246,-113.349658,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dry Creek 186S",AB_186S_DSS,DSS,"Altalink Management Ltd.",AB,51.245067,-114.014209,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"N.W. Cardiff 191S",AB_191S_DSS,DSS,"Altalink Management Ltd.",AB,53.804699,-113.593782,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"South Red Deer 194S",AB_194S_DSS,DSS,"Altalink Management Ltd.",AB,52.270330,-113.822093,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Bardo 197S",AB_197S_DSS,DSS,"Altalink Management Ltd.",AB,53.279987,-112.755836,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Blackfalds 198S",AB_198S_DSS,DSS,"Altalink Management Ltd.",AB,52.405629,-113.760537,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"East Airdrie 199S",AB_199S_DSS,DSS,"Altalink Management Ltd.",AB,51.300901,-113.988631,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Wabamun 19S",AB_19S_DSS,DSS,"Altalink Management Ltd.",AB,53.559907,-114.493410,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Wap 1S",AB_1S_DSS,DSS,"Dapp Power Corporation",AB,54.414969,-114.176638,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Wap 1S JCT",AB_1S_JCT,JCT,"Dapp Power Corporation",AB,54.442332,-113.962716,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Secord 2005S",AB_2005S_DSS,DSS,"ATCO Electric Ltd.",AB,57.395065,-111.624479,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Willow Lake 2009S",AB_2009S_DSS,DSS,"ATCO Electric Ltd.",AB,56.478712,-111.430076,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dawes 2011S",AB_2011S_DSS,DSS,"ATCO Electric Ltd.",AB,56.297279,-111.715329,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Halfway 2014S",AB_2014S_DSS,DSS,"ATCO Electric Ltd.",AB,56.626738,-111.343627,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Halfway 2014S JCT",AB_2014S_JCT,JCT,"ATCO Electric Ltd.",AB,56.626725,-111.342436,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Yeo 2015S",AB_2015S_DSS,DSS,"ATCO Electric Ltd.",AB,56.758843,-112.151709,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Muir 2018S",AB_2018S_DSS,DSS,"ATCO Electric Ltd.",AB,54.387421,-116.971688,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Muir 2018S JCT",AB_2018S_JCT,JCT,"ATCO Electric Ltd.",AB,54.411642,-116.864745,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Heathfield 2029S",AB_2029S_TSS,TSS,"ATCO Electric Ltd.",AB,53.851711,-113.206855,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sweetheart Lake 2032S",AB_2032S_DSS,DSS,"ATCO Electric Ltd.",AB,56.280317,-111.626610,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mowat 2033S",AB_2033S_DSS,DSS,"ATCO Electric Ltd.",AB,55.752967,-118.984405,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Mowat 2033S JCT",AB_2033S_JCT,JCT,"ATCO Electric Ltd.",AB,55.752190,-118.984841,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Hurd 2037S",AB_2037S_DSS,DSS,"ATCO Electric Ltd.",AB,51.489155,-111.167095,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Kettle River 2049S",AB_2049S_DSS,DSS,"ATCO Electric Ltd.",AB,55.918499,-110.883040,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sandy Point 204S",AB_204S_DSS,DSS,"Altalink Management Ltd.",AB,50.681729,-110.032251,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Castle Rock Ridge 205S",AB_205S_GSS,GSS,"Altalink Management Ltd.",AB,49.557522,-113.961163,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Engstrom 2060S",AB_2060S_DSS,DSS,"ATCO Electric Ltd.",AB,56.198542,-110.944900,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Newell 2075S",AB_2075S_DSS,DSS,"ATCO Electric Ltd.",AB,50.507276,-112.014560,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Pinedale 207S",AB_207S_DSS,DSS,"Altalink Management Ltd.",AB,53.600128,-116.140023,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Meadow Creek 2081S",AB_2081S_DSS,DSS,"ATCO Electric Ltd.",AB,56.256988,-110.921094,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Meadow Creek 2081S JCT",AB_2081S_JCT,JCT,"ATCO Electric Ltd.",AB,56.259958,-110.921626,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Dog Rib 2082S",AB_2082S_DSS,DSS,"ATCO Electric Ltd.",AB,56.924123,-111.470518,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Thornton 2091S",AB_2091S_DSS,DSS,"ATCO Electric Ltd.",AB,54.473575,-118.747443,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Timberlands 209S",AB_209S_DSS,DSS,"Altalink Management Ltd.",AB,52.289536,-113.753697,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Timberlands 209S JCT",AB_209S_JCT,JCT,"Altalink Management Ltd.",AB,52.303123,-113.754105,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Ghost 20S",AB_20S_GSS,GSS,"Altalink Management Ltd.",AB,51.218519,-114.706634,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"N.E. Lacombe 212S",AB_212S_DSS,DSS,"Altalink Management Ltd.",AB,52.499742,-113.627068,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Hughenden 213S",AB_213S_DSS,DSS,"Altalink Management Ltd.",AB,52.494695,-110.939771,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Innisfail 214S",AB_214S_GSS,GSS,"Altalink Management Ltd.",AB,52.028537,-114.000697,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Knightsbridge 216S",AB_216S_DSS,DSS,"Altalink Management Ltd.",AB,53.542868,-113.356355,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"North Red Deer 217S",AB_217S_DSS,DSS,"Altalink Management Ltd.",AB,52.317071,-113.801767,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Sask. Cogen 218S",AB_218S_GSS,GSS,"Altalink Management Ltd.",AB,53.736184,-113.174092,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Marion 21S",AB_21S_DSS,DSS,"Altalink Management Ltd.",AB,53.512450,-114.663397,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Marion 21S JCT",AB_21S_JCT,JCT,"Altalink Management Ltd.",AB,53.512014,-114.662713,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sunken Lake 221S",AB_221S_DSS,DSS,"Altalink Management Ltd.",AB,52.408018,-110.581495,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Sunken Lake 221S JCT",AB_221S_JCT,JCT,"Altalink Management Ltd.",AB,52.408824,-110.580455,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Strome 223S",AB_223S_DSS,DSS,"Altalink Management Ltd.",AB,52.934308,-112.083274,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Magrath 225S",AB_225S_GSS,GSS,"Altalink Management Ltd.",AB,49.422076,-112.898242,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Garden City 226S",AB_226S_DSS,DSS,"Altalink Management Ltd.",AB,49.385946,-112.943463,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Garden City 226S JCT",AB_226S_JCT,JCT,"Altalink Management Ltd.",AB,49.421400,-112.898448,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cutting Lake 227S",AB_227S_DSS,DSS,"Altalink Management Ltd.",AB,50.619854,-111.942869,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Cutting Lake 227S JCT",AB_227S_JCT,JCT,"Altalink Management Ltd.",AB,50.619880,-111.943311,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"TMPL Niton 228S",AB_228S_ISS,ISS,"Altalink Management Ltd.",AB,53.616119,-115.842906,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Glenwood 229S",AB_229S_DSS,DSS,"Altalink Management Ltd.",AB,49.348727,-113.387600,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Wardlow 230S",AB_230S_DSS,DSS,"Altalink Management Ltd.",AB,50.835157,-111.250116,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Beamer 233S",AB_233S_DSS,DSS,"Altalink Management Ltd.",AB,53.841857,-113.097852,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Assiniboine 234S",AB_234S_DSS,DSS,"Altalink Management Ltd.",AB,54.311672,-114.768718,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Fort Assiniboine 234S JCT",AB_234S_JCT,JCT,"Altalink Management Ltd.",AB,54.312355,-114.769667,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Entwistle 235S",AB_235S_DSS,DSS,"Altalink Management Ltd.",AB,53.583248,-114.985352,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Foothills 237S",AB_237S_DSS,DSS,"Altalink Management Ltd.",AB,50.598059,-113.714479,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Shell Harmattan 238S",AB_238S_GSS,GSS,"Altalink Management Ltd.",AB,51.716865,-114.356791,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
"Shell Harmattan 238S JCT",AB_238S_JCT,JCT,"Altalink Management Ltd.",AB,51.678814,-114.355984,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",NULL
